repo_name,ownership.owner,ownership.owner_kind,ownership.owner_name,ownership.theme,ownership.squad,ownership.priority,github.contributor_count_90d,github.release_count_12mo,github.pr_closure_ratio_90d,github.median_pr_response_seconds,makefile.upgrade,TIMESTAMP,dependabot.exists,dependabot.has_ecosystem.github-actions,dependabot.has_ecosystem.npm,dependabot.has_ecosystem.pip,dependencies.count,dependencies.github.count,dependencies.js.all.count,dependencies.js.count,dependencies.js.dev.count,dependencies.pypi.count,dependencies.pypi_all.count,django_packages.django_42.count,django_packages.total.count,django_packages.upgraded.count,docs.build_badge,docs.python_version,exists..coveragerc,exists..editorconfig,exists..gitignore,exists..pii_annotations.yml,exists.CHANGELOG.rst,exists.Makefile,exists.README,exists.commitlint.yml,exists.dependabot.yml,exists.openedx.yaml,exists.package.json,exists.pylintrc,exists.pyproject.toml,exists.requirements,exists.setup.cfg,exists.setup.py,exists.tox.ini,exists.transifex_config,github.last_push,github_actions,makefile.pip-installed,makefile.quality,makefile.quality-js,makefile.quality-python,makefile.test,makefile.test-js,makefile.test-python,npm_package,org_name,pinned_python_dependencies,readme.bad_links,readme.getting-help,readme.good_links,readme.irc-missing,readme.mailing-list-missing,readme.security,readthedocs_config.exists,readthedocs_config.file_name,readthedocs_config.version,renovate.configured,renovate.last_pr,renovate.oldest_open_pr_date,renovate.total_open_prs,requires.django,requires.pytest,setup_py.project_urls,setup_py.py312_classifiers,setup_py.pypi_name,setup_py.python_versions,setup_py.repo_url,tox_ini.has_section.testenv,tox_ini.has_section.testenv:quality,tox_tox_section,tox_ini.uses_whitelist_externals
openedx/openedx-demo-course,,,,,,,1,1,1.0,26355,False,2026-08-16,True,True,False,False,0,0,0,0,0,0,0,0,0,0,False,,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,2026-07-30 14:21:15,True,False,False,False,False,False,False,False,,openedx,0,[],False,"['https://apps.training.openedx.io/catalog/courses/course-v1', 'https://training.openedx.io', 'http://creativecommons.org/licenses/by-nc-sa/3.0/us/']",True,True,False,False,,,False,,,,False,False,,False,,[],,False,False,False,False
openedx/xblock-sdk,,,,,,,4,1,0.9,112909,True,2026-08-16,True,True,False,False,88,0,0,0,0,46,88,5,5,3,True,,True,False,True,False,True,True,True,True,True,True,False,True,False,True,True,True,True,False,2026-08-16 00:07:59,True,True,True,False,False,True,False,False,,openedx,5,"['http://docs.seleniumhq.org/: HTTPConnectionPool(host=\'docs.seleniumhq.org\', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host=\'docs.seleniumhq.org\', port=80): Failed to resolve \'docs.seleniumhq.org\' ([Errno -2] Name or service not known)""))', 'https://docs.openedx.org/projects/xblock-sdk: 404', 'https://github.com/openedx/xblock-sdk/blob/main/LICENSE.txt: 404']",True,"['https://docs.djangoproject.com/en/1.11/topics/testing/tools/', 'http://coverage.readthedocs.org/', 'https://docs.openedx.org/projects/xblock/en/latest/xblock-tutorial/sdk/get_started_sdk.html', 'https://discuss.openedx.org', 'https://github.com/openedx/xblock-sdk/issues', 'https://openedx.org/slack', 'https://openedx.slack.com/', 'https://openedx.org/getting-help', 'https://openedx.org/r/how-to-contribute', 'https://openedx.org/code-of-conduct/', 'https://backstage.openedx.org/catalog/default/component/xblock-sdk', 'https://img.shields.io/pypi/v/xblock-sdk.svg', 'https://pypi.python.org/pypi/xblock-sdk/', 'https://github.com/openedx/xblock-sdk/workflows/Python%20CI/badge.svg?branch=main', 'https://github.com/openedx/xblock-sdk/actions', 'https://codecov.io/github/openedx/xblock-sdk/coverage.svg?branch=main', 'https://codecov.io/github/openedx/xblock-sdk?branch=main', 'https://readthedocs.org/projects/xblock-sdk/badge/?version=latest', 'https://img.shields.io/pypi/pyversions/xblock-sdk.svg', 'https://img.shields.io/github/license/openedx/xblock-sdk.svg', 'https://img.shields.io/badge/Status-Maintained-brightgreen', 'https://docs.openedx.org/projects/xblock/en/latest/xblock-tutorial/index.html', 'https://openedx.atlassian.net/wiki/display/OPEN/XBlock+review+guidelines', 'https://github.com/openedx/xblock-sdk/blob/master/sample_xblocks/README.rst', 'https://openedx.atlassian.net/wiki/spaces/COMM/pages/43385346/XBlocks+Directory']",True,True,True,False,,,False,,,,True,True,,True,xblock-sdk,"['3', '3.12']",,True,True,True,False
openedx/enterprise-integrated-channels,,,,,,,10,49,0.7273,6296,True,2026-08-16,False,False,False,False,172,0,0,0,0,70,172,16,21,11,True,,True,True,True,True,True,True,True,True,False,False,False,True,False,True,True,True,True,False,2026-08-10 05:35:10,True,True,True,False,False,True,False,False,,openedx,4,"['https://openedx.slack.com/: 403', 'https://docs.openedx.org/projects/enterprise-integrated-channels: 404']",True,"['https://docs.openedx.org/en/latest/developers/how-tos/get-ready-for-python-dev.html', 'https://github.com/openedx/enterprise-integrated-channels/blob/main/channel_integrations/README.md', 'https://discuss.openedx.org', 'https://github.com/openedx/enterprise-integrated-channels/issues', 'https://openedx.org/getting-help', 'https://openedx.org/slack', 'https://openedx.org/r/how-to-contribute', 'https://openedx.org/code-of-conduct/', 'https://backstage.openedx.org/catalog/default/component/enterprise-integrated-channels', 'https://img.shields.io/pypi/v/enterprise-integrated-channels.svg', 'https://pypi.python.org/pypi/enterprise-integrated-channels/', 'https://github.com/openedx/enterprise-integrated-channels/workflows/Python%20CI/badge.svg?branch=main', 'https://github.com/openedx/enterprise-integrated-channels/actions', 'https://codecov.io/github/openedx/enterprise-integrated-channels/coverage.svg?branch=main', 'https://codecov.io/github/openedx/enterprise-integrated-channels?branch=main', 'https://readthedocs.org/projects/enterprise-integrated-channels/badge/?version=latest', 'https://img.shields.io/pypi/pyversions/enterprise-integrated-channels.svg', 'https://img.shields.io/github/license/openedx/enterprise-integrated-channels.svg', 'https://github.com/openedx/enterprise-integrated-channels/blob/main/LICENSE.txt', 'https://img.shields.io/badge/Status-Experimental-yellow', 'https://img.shields.io/badge/Status-Maintained-brightgreen', 'https://img.shields.io/badge/Status-Deprecated-orange', 'https://img.shields.io/badge/Status-Unsupported-red']",True,True,True,True,.readthedocs.yaml,2,False,,,,True,True,,False,enterprise-integrated-channels,"['3', '3.11']",https://github.com/openedx/enterprise-integrated-channels,True,True,True,False
openedx/edx-bulk-grades,,,,,,,1,1,1.0,25428,True,2026-08-16,False,False,False,False,132,0,0,0,0,43,132,10,13,7,True,,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,True,True,True,2026-05-30 15:07:20,True,True,True,False,False,True,False,False,,openedx,2,"['https://travis-ci.com/edx/edx-bulk-grades: 404', 'http://edx-bulk-grades.readthedocs.io/en/latest/: 404']",True,"['https://github.com/openedx/devstack', 'https://github.com/openedx/.github/blob/master/CONTRIBUTING.md', 'https://github.com/openedx/edx-bulk-grades/blob/master/.github/PULL_REQUEST_TEMPLATE.md', 'https://github.com/openedx/edx-bulk-grades/blob/master/.github/ISSUE_TEMPLATE.md', 'https://open.edx.org/getting-help', 'https://img.shields.io/pypi/v/edx-bulk-grades.svg', 'https://pypi.python.org/pypi/edx-bulk-grades/', 'https://travis-ci.com/edx/edx-bulk-grades.svg?branch=master', 'http://codecov.io/github/edx/edx-bulk-grades/coverage.svg?branch=master', 'http://codecov.io/github/edx/edx-bulk-grades?branch=master', 'https://readthedocs.org/projects/edx-bulk-grades/badge/?version=latest', 'https://img.shields.io/pypi/pyversions/edx-bulk-grades.svg', 'https://img.shields.io/github/license/edx/edx-bulk-grades.svg', 'https://github.com/openedx/edx-bulk-grades/blob/master/LICENSE.txt']",True,True,True,False,,,False,,,,True,True,,True,edx-bulk-grades,"['3', '3.12']",https://github.com/openedx/edx-bulk-grades,True,True,True,False
openedx/openedx-app-foundation-ios,,,,,,,2,6,1.0,24482,False,2026-08-16,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,2026-07-30 14:21:48,True,False,False,False,False,False,False,False,,openedx,0,[],False,['https://github.com/openedx/openedx-app-foundation-ios.git'],True,True,False,False,,,False,,,,False,False,,False,,[],,False,False,False,False
openedx/openedx-platform,,,,,,,53,7,0.55,8,True,2026-08-16,True,True,False,False,626,0,0,64,24,307,538,60,79,50,False,,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,False,2026-08-14 13:45:02,True,False,False,False,False,False,False,False,,openedx,22,"['https://www.gnu.org/licenses/agpl-3.0: 403', 'http://openedx.slack.com/: 403']",True,"['https://img.shields.io/badge/License-AGPL_v3-blue.svg', 'https://github.com/openedx/openedx-platform/actions/workflows/unit-tests.yml/badge.svg', 'https://github.com/openedx/openedx-platform/actions/workflows/unit-tests.yml', 'https://img.shields.io/badge/status-maintained-31c653', 'https://openedx.org', 'https://docs.openedx.org/projects/edx-platform', 'https://openedx.org/get-started/', 'https://github.com/openedx/codejail?tab=readme-ov-file', 'https://github.com/overhangio/tutor', 'https://docs.openedx.org/en/latest/site_ops/index.html', 'https://docs.tutor.edly.io/dev.html', 'https://github.com/openedx/frontend-app-learner-dashboard', 'https://github.com/openedx/frontend-app-learning/', 'https://github.com/openedx/frontend-app-authoring/', 'https://github.com/openedx/openedx-platform/blob/master/LICENSE', 'https://discuss.openedx.org', 'https://openedx.org/slack', 'https://openedx.org/getting-help', 'https://github.com/openedx/openedx-platform/issues', 'https://github.com/openedx/openedx-platform/issues/new/choose', 'https://openedx.org/cla', 'https://github.com/openedx/.github/blob/master/CONTRIBUTING.md', 'https://openedx.org/code-of-conduct/', 'https://github.com/openedx/.github/blob/master/AI_POLICY.md', 'https://backstage.openedx.org/catalog/default/component/openedx-platform']",True,True,True,True,.readthedocs.yaml,2,True,2026-05-07,2026-05-04,11,True,True,,False,,[],,True,False,True,False
openedx/frontend-app-authoring,,,,,,,22,7,0.79,7,False,2026-08-16,True,True,False,False,89,0,0,71,18,0,0,0,0,0,False,,False,False,True,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,2026-08-14 16:49:28,True,False,False,False,False,False,False,False,@edx/frontend-app-authoring,openedx,0,"['http://apps.local.openedx.io: HTTPConnectionPool(host=\'apps.local.openedx.io\', port=80): Max retries exceeded with url: / (Caused by NewConnectionError(""HTTPConnection(host=\'apps.local.openedx.io\', port=80): Failed to establish a new connection: [Errno 111] Connection refused""))', 'https://travis-ci.com/edx/frontend-app-course-authoring: 404', 'https://openedx.slack.com/archives/C04BM6YC7A6: 403', 'https://open-edx-backstage.herokuapp.com/catalog/default/component/frontend-app-course-authoring: 404']",False,"['https://github.com/openedx/edx-platform/tree/master/cms', 'https://github.com/overhangio/tutor', 'https://github.com/overhangio/tutor-mfe', 'https://github.com/openedx/frontend-app-authoring.git', 'https://github.com/nvm-sh/nvm', 'https://discuss.openedx.org/t/repo-rename-frontend-app-course-authoring-frontend-app-authoring/13930/2', 'https://github.com/openedx/frontend-app-learning', 'https://github.com/openedx/frontend-app-discussions/', 'https://github.com/edx/edx-exams', 'https://github.com/open-craft/tutor-contrib-meilisearch', 'https://docs.tutor.edly.io/', 'https://github.com/overhangio/tutor-mfe?tab=readme-ov-file', 'https://github.com/Automattic/node-canvas/issues/1733', 'https://api.travis-ci.com/edx/frontend-app-course-authoring.svg?branch=master', 'https://codecov.io/gh/edx/frontend-app-course-authoring/branch/master/graph/badge.svg', 'https://codecov.io/gh/edx/frontend-app-course-authoring', 'https://img.shields.io/npm/l/@edx/frontend-app-authoring.svg', 'https://github.com/openedx/frontend-platform/blob/master/docs/how_tos/i18n.rst', 'https://discuss.openedx.org', 'https://github.com/openedx/frontend-app-course-authoring/issues', 'https://openedx.org/slack', 'https://openedx.slack.com/', 'https://openedx.org/community/connect', 'https://openedx.org/r/how-to-contribute', 'https://github.com/openedx/.github/blob/master/AI_POLICY.md', 'https://openedx.org/code-of-conduct/', 'https://img.shields.io/github/license/openedx/frontend-app-course-authoring.svg', 'https://github.com/openedx/frontend-app-course-authoring/blob/master/LICENSE', 'https://img.shields.io/badge/Status-Maintained-brightgreen', 'https://codecov.io/github/openedx/frontend-app-course-authoring/coverage.svg?branch=master', 'https://codecov.io/github/openedx/frontend-app-course-authoring?branch=master']",True,True,True,False,,,True,2026-08-13,2025-04-07,6,False,False,,False,,[],,False,False,False,False
openedx/openedx-core,,,,,,,8,34,0.8,9875,True,2026-08-16,True,True,False,False,155,0,0,0,0,52,155,10,15,7,True,3.12,True,True,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,2026-08-13 18:56:03,True,False,True,False,False,True,False,False,,openedx,0,['https://open-edx-proposals.readthedocs.io/en/latest/architectural-decisions/oep-0049-django-app-patterns.html: 404'],True,"['https://2021.djangocon.us/talks/scaling-django-to-500-apps/', 'https://www.youtube.com/watch?v=yG3ZdxBb1oo', 'https://discuss.openedx.org', 'https://openedx.org/slack', 'https://openedx.slack.com/', 'https://openedx.org/getting-help', 'https://img.shields.io/pypi/v/openedx-core.svg', 'https://pypi.python.org/pypi/openedx-core/', 'https://github.com/openedx/openedx-core/workflows/Python%20CI/badge.svg?branch=master', 'https://github.com/openedx/openedx-core/actions', 'https://codecov.io/github/edx/openedx-core/coverage.svg?branch=master', 'https://codecov.io/github/edx/openedx-core?branch=master', 'https://readthedocs.org/projects/openedx-core/badge/?version=latest', 'https://openedx-core.readthedocs.io/en/latest/', 'https://img.shields.io/pypi/pyversions/openedx-core.svg', 'https://img.shields.io/github/license/edx/openedx-core.svg', 'https://github.com/openedx/openedx-core/blob/master/LICENSE.txt']",True,True,True,True,.readthedocs.yml,2,False,,,,True,True,,True,openedx-core,"['3', '3.12']",https://github.com/openedx/openedx-core,True,True,True,False
openedx/super-csv,,,,,,,4,1,1.0,29552,True,2026-08-16,True,True,False,False,134,0,0,0,0,32,134,8,11,5,True,,True,False,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,2026-08-05 13:59:11,True,True,True,False,False,True,False,False,,openedx,6,['http://super-csv.readthedocs.io/en/latest/: 404'],True,"['https://github.com/openedx/super-csv/blob/master/super_csv/csv_processor.py', 'https://github.com/openedx/devstack', 'https://github.com/openedx/.github/blob/master/CONTRIBUTING.md', 'https://github.com/openedx/super-csv/blob/master/.github/PULL_REQUEST_TEMPLATE.md', 'https://github.com/openedx/super-csv/blob/master/.github/ISSUE_TEMPLATE.md', 'https://open.edx.org/getting-help', 'https://img.shields.io/pypi/v/super-csv.svg', 'https://pypi.python.org/pypi/super-csv/', 'https://github.com/openedx/super-csv/workflows/Python%20CI/badge.svg?branch=master', 'https://github.com/openedx/super-csv/actions?query=workflow%3A%22Python+CI%22', 'http://codecov.io/github/edx/super-csv/coverage.svg?branch=master', 'http://codecov.io/github/edx/super-csv?branch=master', 'https://readthedocs.org/projects/super-csv/badge/?version=latest', 'https://img.shields.io/pypi/pyversions/super-csv.svg', 'https://img.shields.io/github/license/edx/super-csv.svg', 'https://github.com/openedx/super-csv/blob/master/LICENSE.txt']",True,True,True,False,,,False,,,,True,True,,True,super-csv,"['3', '3.12']",https://github.com/openedx/super-csv,True,True,True,False
openedx/frontend-app-notifications,,,,,,,4,17,1.0,2,False,2026-08-16,False,False,False,False,22,0,0,10,12,0,0,0,0,0,False,,False,False,True,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,2026-08-12 12:06:15,True,False,False,False,False,False,False,False,,openedx,0,[],False,"['https://img.shields.io/badge/license-AGPL-informational', 'https://github.com/openedx/frontend-app-notifications/blob/main/LICENSE', 'https://img.shields.io/badge/Status-Maintained-brightgreen', 'https://github.com/openedx/frontend-app-notifications/actions/workflows/ci.yml/badge.svg', 'https://github.com/openedx/frontend-app-notifications/actions/workflows/ci.yml', 'https://codecov.io/github/openedx/frontend-app-notifications/coverage.svg?branch=main', 'https://codecov.io/github/openedx/frontend-app-notifications?branch=main', 'https://github.com/openedx/frontend-base']",True,True,True,False,,,True,2026-04-10,,0,False,False,,False,,[],,False,False,False,False
openedx/openedx-tutor-plugins,,,,,,,3,0,1.0,1562398,False,2026-08-16,True,True,False,False,0,0,0,0,0,0,0,0,0,0,False,,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,2026-08-10 20:13:31,True,False,False,False,False,False,False,False,,openedx,0,['https://open-edx-backstage.herokuapp.com/catalog/default/component/openedx-tutor-plugins: 404'],True,"['https://img.shields.io/github/license/openedx/openedx-tutor-plugins.svg', 'https://github.com/openedx/openedx-tutor-plugins/blob/main/LICENSE', 'https://img.shields.io/badge/Status-Maintained-brightgreen', 'https://docs.tutor.overhang.io/install.html', 'https://github.com/overhangio/cookiecutter-tutor-plugin', 'https://discuss.openedx.org', 'https://github.com/openedx/openedx-tutor-plugins/issues', 'https://openedx.org/slack', 'https://openedx.slack.com/', 'https://openedx.slack.com/archives/CGE253B7V', 'https://openedx.org/getting-help', 'https://openedx.org/r/how-to-contribute', 'https://openedx.org/code-of-conduct/']",True,True,True,False,,,False,,,,False,False,,False,,[],,False,False,False,False
openedx/license-manager,,,,,,,5,5,0.7333,21196,True,2026-08-16,True,True,False,False,173,0,0,0,0,106,173,22,32,18,True,,True,True,True,True,False,True,True,True,True,False,False,True,False,True,True,False,False,True,2026-08-11 11:34:17,True,True,True,False,False,True,False,False,,openedx,6,"['http://license-manager.readthedocs.io/en/latest/: 404', 'https://license-manager.readthedocs.io/en/latest/: 404', 'https://github.com/openedx/license-manager/blob/master/LICENSE: 404']",False,"['http://codecov.io/github/edx/license-manager/coverage.svg?branch=master', 'http://codecov.io/github/edx/license-manager?branch=master', 'https://github.com/openedx/devstack', 'https://github.com/openedx/license-manager/blob/master/docs/getting_started.rst', 'https://readthedocs.org/projects/license-manager/badge/?version=latest', 'https://github.com/openedx/license-manager/tree/master/docs', 'https://github.com/openedx/.github/blob/master/CONTRIBUTING.md', 'https://openedx.slack.com/messages/general/', 'https://groups.google.com/forum/']",True,False,True,False,,,False,,,,True,True,,False,,[],,False,False,False,False
openedx/edx-rbac,,,,,,,3,2,0.6897,1823514,True,2026-08-16,True,True,False,False,107,0,0,0,0,30,107,10,13,7,True,,False,False,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,False,2026-08-13 02:36:08,True,True,True,False,False,True,False,False,,openedx,4,"['https://github.com/openedx/edx-rbac/blob/master/.github/PULL_REQUEST_TEMPLATE.md: 404', 'https://github.com/openedx/edx-rbac/blob/master/.github/ISSUE_TEMPLATE.md: 404', 'http://edx-rbac.readthedocs.io/en/latest/: 404']",True,"['https://github.com/openedx/edx-rbac/blob/master/docs/getting_started.rst', 'https://github.com/openedx/edx-rbac/blob/master/docs/how_to_guide.rst', 'https://github.com/openedx/.github/blob/master/CONTRIBUTING.md', 'https://open.edx.org/getting-help', 'https://img.shields.io/pypi/v/edx-rbac.svg', 'https://pypi.python.org/pypi/edx-rbac/', 'https://github.com/openedx/edx-rbac/workflows/Python%20CI/badge.svg?branch=master', 'https://github.com/openedx/edx-rbac/actions?query=workflow%3A%22Python+CI%22', 'http://codecov.io/github/edx/edx-rbac/coverage.svg?branch=master', 'http://codecov.io/github/edx/edx-rbac?branch=master', 'https://readthedocs.org/projects/edx-rbac/badge/?version=latest', 'https://img.shields.io/pypi/pyversions/edx-rbac.svg', 'https://img.shields.io/github/license/edx/edx-rbac.svg', 'https://github.com/openedx/edx-rbac/blob/master/LICENSE.txt']",True,True,True,False,,,False,,,,True,True,,True,edx-rbac,"['3', '3.12']",https://github.com/openedx/edx-rbac,True,True,True,False
openedx/brand-openedx,,,,,,,4,7,0.8,1523065,False,2026-08-16,True,True,False,False,2,0,0,0,2,0,0,0,0,0,False,,False,False,True,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,2026-08-10 17:10:06,True,False,False,False,False,False,False,False,,openedx,0,[],False,"['https://github.com/edx/brand', 'https://docs.openedx.org/projects/openedx-proposals/en/latest/architectural-decisions/oep-0048-brand-customization.html', 'https://styledictionary.com/']",True,True,False,False,,,True,,,0,False,False,,False,,[],,False,False,False,False
openedx/repo-tools,,,,,,,7,7,0.8,292907,True,2026-08-16,True,True,False,True,0,0,0,0,0,0,0,0,0,0,False,,False,True,True,False,False,True,True,True,True,False,False,True,True,True,False,False,False,False,2026-08-15 06:03:26,True,False,False,False,False,True,False,False,,openedx,4,[],False,"['https://github.com/settings/tokens', 'https://docs.astral.sh/uv/', 'https://astral.sh/uv/install.sh', 'https://github.com/openedx/repo-tools/blob/7aa8bda466d1925c56d4ad6e3b2bdd87b1f83148/README.md']",True,True,False,False,,,False,,,,False,False,,False,,[],,False,False,False,False
openedx/platform-roadmap,,,,,,,0,0,,,False,2026-08-16,True,True,False,False,0,0,0,0,0,0,0,0,0,0,False,,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,2025-10-30 15:11:06,True,False,False,False,False,False,False,False,,openedx,0,[],False,['https://github.com/orgs/openedx/projects/4/views/1'],True,True,False,False,,,False,,,,False,False,,False,,[],,False,False,False,False
openedx/edx-notes-api,,,,,,,5,5,0.7826,26884,True,2026-08-16,True,True,False,False,103,0,0,0,0,57,103,11,16,7,False,,True,False,True,True,False,True,True,True,True,False,False,True,False,True,False,False,True,False,2026-08-10 20:14:36,True,False,True,False,False,True,False,False,,openedx,4,['http://annotatorjs.org/: 403'],False,"['https://www.elastic.co/downloads/past-releases/elasticsearch-7-13-4', 'https://django-elasticsearch-dsl.readthedocs.io/', 'https://django-elasticsearch-dsl.readthedocs.io/en/latest/management.html', 'https://openedx.atlassian.net/wiki/spaces/COMM/pages/941457737/How+to+Start+Contributing+Code', 'https://groups.google.com/g/edx-code', 'https://github.com/openedx/edx-notes-api/actions/workflows/ci.yml/badge.svg', 'https://github.com/openedx/edx-notes-api/actions/workflows/ci.yml']",True,True,True,False,,,False,,,,True,True,,False,,[],,True,True,True,False
openedx/edx-milestones,,,,,,,3,1,0.875,115,True,2026-08-16,True,True,False,False,55,0,0,0,0,11,55,4,5,2,False,,True,False,True,False,False,True,True,True,True,True,False,True,False,True,True,True,True,False,2026-08-10 17:24:56,True,True,True,False,False,True,False,False,,openedx,0,"['https://coveralls.io/r/edx/edx-milestones?branch=master: 403', 'http://openedx.slack.com/: 403']",True,"['https://github.com/openedx/edx-milestones/workflows/Python%20CI/badge.svg?branch=master', 'https://github.com/openedx/edx-milestones/actions?query=workflow%3A%22Python+CI%22', 'https://img.shields.io/coveralls/edx/edx-milestones.svg', 'https://github.com/openedx/edx-platform/blob/master/requirements/edx/base.in', 'https://github.com/openedx/edx-platform/', 'https://docs.openedx.org/en/latest/site_ops/install_configure_run_guide/configuration/enable_prerequisites.html', 'https://docs.openedx.org/en/latest/educators/references/controlling_content_visibility.html', 'https://github.com/openedx/.github/blob/master/CONTRIBUTING.md', 'https://discuss.openedx.org', 'https://openedx.org/slack', 'https://openedx.org/getting-help']",True,True,True,False,,,False,,,,True,True,,True,edx-milestones,"['3', '3.12']",https://github.com/openedx/edx-milestones,True,True,True,False
openedx/typescript-config,,,,,,,1,0,0.6667,23939,False,2026-08-16,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,2026-08-04 20:06:07,True,False,False,False,False,False,False,False,@edx/typescript-config,openedx,0,"['https://www.npmjs.com/package/@edx/typescript-config: 403', 'https://www.npmjs.com/package/@edx/tpyescript-config: 403']",False,"['https://github.com/openedx/typescript-config/actions/workflows/release.yml/badge.svg', 'https://github.com/openedx/typescript-config/actions/workflows/release.yml/', 'https://img.shields.io/npm/v/@edx/typescript-config.svg', 'https://img.shields.io/npm/dt/@edx/typescript-config.svg', 'https://img.shields.io/npm/l/@edx/typescript-config.svg', 'https://github.com/openedx/typescript-config/blob/main/LICENSE', 'https://img.shields.io/badge/%20%20%F0%9F%93%A6%F0%9F%9A%80-semantic--release-e10079.svg', 'https://github.com/semantic-release/semantic-release', 'https://www.typescriptlang.org/docs/handbook/tsconfig-json.html']",True,True,False,False,,,True,,,0,False,False,,False,,[],,False,False,False,False
openedx/edx-ui-toolkit,,,,,,,1,0,1.0,177,False,2026-08-16,False,False,False,False,50,0,0,13,37,0,0,0,0,0,False,,False,False,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,2026-08-12 01:08:31,True,False,False,False,False,False,False,False,,openedx,0,"['https://badge.fury.io/js/edx-ui-toolkit: 403', 'https://coveralls.io/r/edx/edx-ui-toolkit?branch=master: 403', 'http://ux.edx.org/: HTTPConnectionPool(host=\'ux.edx.org\', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host=\'ux.edx.org\', port=80): Failed to resolve \'ux.edx.org\' ([Errno -2] Name or service not known)""))', 'https://github.com/openedx/edx-ui-toolkit/blob/master/CONTRIBUTING.md: 404']",False,"['https://badge.fury.io/gh/edx%2Fedx-ui-toolkit.svg', 'https://badge.fury.io/gh/edx%2Fedx-ui-toolkit', 'https://badge.fury.io/js/edx-ui-toolkit.svg', 'https://badge.fury.io/bo/edx-ui-toolkit.svg', 'https://badge.fury.io/bo/edx-ui-toolkit', 'https://img.shields.io/coveralls/edx/edx-ui-toolkit.svg', 'https://github.com/openedx/edx-ui-toolkit/blob/master/LICENSE', 'https://github.com/tj/n', 'http://ui-toolkit.edx.org/']",True,True,False,False,,,True,2026-04-06,2023-09-04,7,False,False,,False,,[],,False,False,False,False
openedx/stylelint-config-edx,,,,,,,1,0,1.0,50729,False,2026-08-16,False,False,False,False,12,0,0,4,8,0,0,0,0,0,False,,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,2026-05-20 13:18:41,True,False,False,False,False,False,False,False,@edx/stylelint-config-edx,openedx,0,"['https://stylelint.io/user-guide/configuration/: 404', 'https://www.npmjs.com/package/stylelint-config-recommended-scss: 403', 'https://stylelint.io/user-guide/rules/function-comma-newline-after/: 404', 'https://stylelint.io/user-guide/rules/function-parentheses-newline-inside/: 404', 'https://stylelint.io/user-guide/rules/max-empty-lines/: 404']",False,"['https://github.com/openedx/stylelint-config-edx/workflows/Node%20CI/badge.svg?branch=master', 'https://github.com/openedx/stylelint-config-edx/actions?query=workflow%3A%22Node+CI%22', 'https://github.com/openedx/stylelint-config-edx/blob/master/LICENSE']",True,True,False,False,,,True,,,0,False,False,,False,,[],,False,False,False,False
openedx/edx-when,,,,,,,2,3,0.9167,25132,True,2026-08-16,False,False,False,False,134,0,0,0,0,41,134,11,14,8,True,,True,False,True,True,True,True,True,True,False,False,False,True,False,True,True,True,True,True,2026-07-28 15:55:52,True,True,True,False,False,True,False,False,,openedx,5,['http://edx-when.readthedocs.io/en/latest/: 404'],True,"['https://github.com/openedx/edx-platform/blob/master/openedx/core/djangoapps/course_date_signals/handlers.py', 'https://github.com/openedx/.github/blob/master/CONTRIBUTING.md', 'https://github.com/openedx/edx-when/blob/master/.github/PULL_REQUEST_TEMPLATE.md', 'https://github.com/openedx/edx-when/blob/master/.github/ISSUE_TEMPLATE.md', 'https://open.edx.org/getting-help', 'https://img.shields.io/pypi/v/edx-when.svg', 'https://pypi.python.org/pypi/edx-when/', 'https://github.com/openedx/edx-when/workflows/Python%20CI/badge.svg?branch=master', 'https://github.com/openedx/edx-when/actions?query=workflow%3A%22Python+CI%22', 'http://codecov.io/github/edx/edx-when/coverage.svg?branch=master', 'http://codecov.io/github/edx/edx-when?branch=master', 'https://readthedocs.org/projects/edx-when/badge/?version=latest', 'https://img.shields.io/pypi/pyversions/edx-when.svg', 'https://img.shields.io/github/license/edx/edx-when.svg', 'https://github.com/openedx/edx-when/blob/master/LICENSE.txt']",True,True,True,False,,,False,,,,True,True,,True,edx-when,"['3', '3.12']",https://github.com/openedx/edx-when,True,True,True,False
